Name,Game Title,Product Number,Version,Hardware Identifier,Marker ID,Release Date,Device Information,Compatible Peripherals,Compatible Area Symbols
Clockwork Knight - Pepperouchau's Adventure (USA) (Beta) (1995-03-28),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1 / USA version                                           11:31,MK-81007,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19950328,CD-1/1,J,UT
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (2S),CLOCKWORK KNIGHT Pepperouchau's Adventure 2                                                                10:00,MK-81021,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950908,CD-1/1,J,E
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (3S),CLOCKWORK KNIGHT Pepperouchau's Adventure 2                                                                10:00,MK-81021,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950908,CD-1/1,J,E
Clockwork Knight 2 - Pepperouchau's Adventure (USA) (Beta) (1995-08-30),CLOCKWORK KNIGHT Pepperouchau's Adventure 2                                                                14:15,MK-81021,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19950830,CD-1/1,J,UT
"Clockwork Knight 2 - Pepperouchau's Adventure (USA, Brazil)",CLOCKWORK KNIGHT Pepperouchau's Adventure 2,MK-81036,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951227,CD-1/1,J,JTU
Code R (Japan) (Demo),codeR,6106831,V0.800,SEGA SEGASATURN,SEGA TP T-235,19980424,CD-1/1,JES,J
Code R (Japan),codeR,T-23502G,V1.001,SEGA SEGASATURN,SEGA TP T-235,19980519,CD-1/1,JES,J
"Conveni 2, The - Zenkoku Chain Tenkai da! (Japan)",CONVI STORE2,T-4317G,V1.002,SEGA SEGASATURN,SEGA TP T-43,19980210,CD-1/1,J,J
"Conveni, The - Ano Machi o Dokusen seyo (Japan)",CONVI_STORE,T-4310G,V1.001,SEGA SEGASATURN,SEGA TP T-43,19970214,CD-1/1,J,J
Core Demo Disc (Europe),CORE DEMO VOL. 2,610-6576,V1.000,SEGA SEGASATURN,SEGA TP T-115,19970314,CD-1/1,J,E
Corpse Killer - Graveyard Edition (USA) (Disc 1) (R),Corpse Killer SATURN,T-16201H,V1.000,SEGA SEGASATURN,SEGA TP T-162,19950828,CD-1/2,J,U
Corpse Killer - Graveyard Edition (USA) (Disc 2),Corpse Killer SATURN,T-16201H,V1.000,SEGA SEGASATURN,SEGA TP T-162,19950828,CD-2/2,J,U
"Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It)",COURIER CRISIS,MK8109950,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980327,CD-1/1,J,E
Courier Crisis - The Saga of the Modern Fatalist (Japan),COURIER CRISIS,T-18010G,V1.001,SEGA SEGASATURN,SEGA TP T-180,19971231,CD-1/1,J,J
Courier Crisis - The Saga of the Modern Fatalist (USA),COURIER CRISIS,T-25415H,V1.001,SEGA SEGASATURN,SEGA TP T-025,19971105,CD-1/1,J,U
Creature Shock - Special Edition (USA) (Disc 1),CREATURE SHOCK,T-01304H,V1.000,SEGA SEGASATURN,SEGA TP T-013,19960129,CD-1/2,J,U
Creature Shock - Special Edition (USA) (Disc 2),CREATURE SHOCK,T-01304H,V1.000,SEGA SEGASATURN,SEGA TP T-013,19960129,CD-2/2,J,U
Creature Shock (Japan) (Disc 1),CREATURE SHOCK,T-1303G,V1.007,SEGA SEGASATURN,SEGA TP T-13,19951206,CD-1/2,J,J
Creature Shock (Japan) (Disc 2),CREATURE SHOCK,T-1303G,V1.007,SEGA SEGASATURN,SEGA TP T-13,19951206,CD-2/2,J,J
Crimewave (Europe) (Demo),CRIMEWAVE DEMO,610-6455,V1.000,SEGA SEGASATURN,SEGA TP T-88,19961028,CD-1/1,JST,E
"Crimewave (Europe) (En,Fr,De,Es,It)",CRIMEWAVE,T-8807H,V1.000,SEGA SEGASATURN,SEGA TP T-88,19961106,CD-1/1,JS,E
Crimewave (Japan),CRIMEWAVE,T-7018G,V1.003,SEGA SEGASATURN,SEGA TP T-70,19970315,CD-1/1,JS,JT
Crimewave (USA),CRIMEWAVE,T-8807H,V1.300,SEGA SEGASATURN,SEGA TP T-88,19970123,CD-1/1,JS,U
Cross Romance - Koi to Mahjong to Hanafuda to (Japan),CROSS ROMANCE,T-7103G,V1.002,SEGA SEGASATURN,SEGA TP T-71,19970825,CD-1/1,J,J
Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 1),KUROSU TANTEI MONOGATARI,T-36401G,V1.000,SEGA SEGASATURN,SEGA TP T-364,19980519,CD-1/2,J,J
Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 2),KUROSU TANTEI MONOGATARI,T-36401G,V1.002,SEGA SEGASATURN,SEGA TP T-364,19980527,CD-2/2,J,J
Cross Tantei Monogatari (Japan) (Demo 1),KUROSU TANTEI MONOGATARI,6106876,V1.000,SEGA SEGASATURN,SEGA TP T-364,19980316,CD-1/1,J,J
Cross Tantei Monogatari (Japan) (Demo 2),KUROSU TANTEI MONOGATARI,6106877,V1.002,SEGA SEGASATURN,SEGA TP T-364,19980419,CD-1/1,J,J
"Crow, The - City of Angels (Europe)",CROW CITY OF ANGELS,T-8124H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19970221,CD-1/1,J,E
"Crow, The - City of Angels (Germany)",CROW CITY OF ANGELS,T-8124H-18,V1.000,SEGA SEGASATURN,SEGA TP T-81,19970305,CD-1/1,J,E
"Crow, The - City of Angels (Japan)",CROW CITY OF ANGELS,T-8123G,V1.000,SEGA SEGASATURN,SEGA TP T-81,19970220,CD-1/1,J,J
"Crow, The - City of Angels (USA)",CROW CITY OF ANGELS,T-8124H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19970213,CD-1/1,J,U
Crows - The Battle Action for SegaSaturn (Japan),CROWS THE BATTLE ACTION FOR SEGASATURN,T-16806G,V1.001,SEGA SEGASATURN,SEGA TP T-168,19971104,CD-1/1,J,J
Crusader - No Remorse (Europe),CRUSADER,T-5014H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961203,CD-1/1,J,E
Crusader - No Remorse (France),CRUSADER,T-5014H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961203,CD-1/1,J,E
Crusader - No Remorse (Germany),CRUSADER,T-5014H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961203,CD-1/1,J,E
Crusader - No Remorse (USA),CRUSADER,T-5014H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961203,CD-1/1,J,U
Crypt Killer (Europe) (R),CRYPT KILLER,T-9509H-50,V1.001,SEGA SEGASATURN,SEGA TP T-95,19970131,CD-1/1,JAM,E
Crypt Killer (USA),CRYPT KILLER,T-9509H,V1.000,SEGA SEGASATURN,SEGA TP T-95,19970225,CD-1/1,JAMEG,U
Cube Battler - Story of Anna (Japan),CUBE BATTLER 2  STORY OF ANNA,T-21006G,V1.001,SEGA SEGASATURN,SEGA TP T-210,19970325,CD-1/1,J,J
Cube Battler - Story of Shou (Japan),CUBE BATTLER 1  STORY OF SHOU,T-21004G,V1.001,SEGA SEGASATURN,SEGA TP T-210,19970119,CD-1/1,J,J
Cubic Gallery - Edy & Disy (Japan),CUBICGALLERY,T-19401G,V1.005,SEGA SEGASATURN,SEGA TP T-194,19960411,CD-1/1,J,J
Culdcept (Japan) (Rev A) (10M),CULDCEPT,T-31401G,V1.004,SEGA SEGASATURN,SEGA TP T-314,19971004,CD-1/1,JTF,JT
Culdcept (Japan) (Rev B) (20M),CULDCEPT,T-31401G,V2.000,SEGA SEGASATURN,SEGA TP T-314,19971119,CD-1/1,JTF,JT
Custom Web Browser (Version 2) (USA),PlanetWeb Internet Browser v. 1.011,T-319-01H,V1.011,SEGA SEGASATURN,SEGA TP T-319,19961024,CD-1/1,JKME,U
Custom Web Browser (Version 3.0) (USA),PlanetWeb Internet Browser v. 1.135,T-319-01H,V3.135,SEGA SEGASATURN,SEGA TP T-319,19970716,CD-1/1,JKMED,UT
"Cyberia (Europe) (En,Fr,De)",CYBERIA,T-12508H,V1.000,SEGA SEGASATURN,SEGA TP T-125,19960327,CD-1/1,JMA,E
Cyberia (Japan),CYBERIA,T-12501G,V1.000,SEGA SEGASATURN,SEGA TP T-125,19951221,CD-1/1,JMA,J
"Cyberia (USA) (En,Fr,De)",CYBERIA,T-12508H,V1.000,SEGA SEGASATURN,SEGA TP T-125,19951221,CD-1/1,JMA,TU
D (Europe) (Disc 1),D,T-8106H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951128,CD-1/2,J,E
D (Europe) (Disc 2),D,T-8106H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951128,CD-2/2,J,E
D (France) (Disc 1),D,T-8106H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951201,CD-1/2,J,E
D (France) (Disc 2),D,T-8106H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951201,CD-2/2,J,E
D (Germany) (Disc 1),D,T-8106H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951129,CD-1/2,J,E
D (Germany) (Disc 2),D,T-8106H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951129,CD-2/2,J,E
D (USA) (Disc 1) (Beta) (1996-02-05),D,T-8106H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951216,CD-1/2,J,U
D (USA) (Disc 1),D,T-8106H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951216,CD-1/2,J,U
D (USA) (Disc 2) (Beta) (1996-02-05),D,T-8106H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951216,CD-2/2,J,U
D (USA) (Disc 2),D,T-8106H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951216,CD-2/2,J,U
D no Shokutaku (Japan) (Disc 1),D,T-8101G,V1.000,SEGA SEGASATURN,SEGA TP T-81,19950706,CD-1/2,J,JT
D no Shokutaku (Japan) (Disc 2),D,T-8101G,V1.000,SEGA SEGASATURN,SEGA TP T-81,19950706,CD-1/2,J,JT
Daibouken - Great Adventure - St. Elmos no Kiseki (Japan),DAIBOUKEN,T-23101G,V1.000,SEGA SEGASATURN,SEGA TP T-231,19960302,CD-1/1,J,J
Daikoukai Jidai Gaiden (Japan),DAIKOUKAIJIDAI GAIDEN,T-7657G,V1.000,SEGA SEGASATURN,SEGA TP T-76,19971205,CD-1/1,J,J
Daikoukai Jidai II (Japan),DAIKOUKAIJIDAI 2,T-7628G,V1.001,SEGA SEGASATURN,SEGA TP T-76,19970226,CD-1/1,J,J
Daisenryaku - Strong Style (Japan),DAISENRYAKU     STRONG STYLE,T-21202G,V2.3,SEGA SEGASATURN,SEGA TP T-212,19970511,CD-1/1,JME,J
Daisuki (Japan) (Disc 1),DAISUKI,T-18510G,V1.002,SEGA SEGASATURN,SEGA TP T-185,19970522,CD-1/2,JMGE,J
Daisuki (Japan) (Disc 2) (Special),DAISUKI,T-18510G,V1.002,SEGA SEGASATURN,SEGA TP T-185,19970518,CD-2/2,J,J
Daitoride (Japan),DAITORIDE.,T-29201G,V1.001,SEGA SEGASATURN,SEGA TP T-292,19960518,CD-1/1,J,J
Dark Hunter Ge - Youma no Mori (Japan),DARK HUNTER PART2,T-7632G,V1.002,SEGA SEGASATURN,SEGA TP T-76,19970501,CD-1/1,J,J
Dark Hunter Jou - Ijigen Gakuen (Japan),DARK HUNTER PART1,T-7631G,V1.000,SEGA SEGASATURN,SEGA TP T-76,19970309,CD-1/1,J,J
Dark Savior (Europe),DARK SAVIOR,MK-81304,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961216,CD-1/1,JAE,E
Dark Savior (Japan) (Demo 1),DARK SAVIOR,T-22101G,V0.500,SEGA SEGASATURN,SEGA TP T-221,19960205,CD-1/1,J,J
Dark Savior (Japan) (Demo 2),DARK SAVIOR,T-22101G,V0.500,SEGA SEGASATURN,SEGA TP T-221,19960409,CD-1/1,J,J
Dark Savior (Japan),DARK SAVIOR,T-22101G,V1.000,SEGA SEGASATURN,SEGA TP T-221,19960805,CD-1/1,J,J
Dark Savior (USA),DARK SAVIOR,MK-81304,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961119,CD-1/1,JAE,JTU
Dark Seed II (Japan),DARK SEED 2,T-36101G,V1.004,SEGA SEGASATURN,SEGA TP T-361,19970709,CD-1/1,J,J
"Darklight Conflict (Europe) (En,Fr,De,Es,It,Sv)",DARK LIGHT      CONFLICT,T-5022H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970906,CD-1/1,JA,E
"Darklight Conflict (USA) (En,Fr,De,Es,It,Sv)",DARK LIGHT      CONFLICT,T-5022H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970602,CD-1/1,JA,U
Darkseed (Japan),DARK SEED,T-18501G,V1.001,SEGA SEGASATURN,SEGA TP T-185,19950530,CD-1/1,JM,J
Deadalus (Japan) (1M),DEADALUS,SG-9008,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950227,CD-1/1,J,JT
Deadalus (Japan) (2A),DEADALUS,SG-9008,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950227,CD-1/1,J,JT
Deadalus (Japan) (3A),DEADALUS,SG-9008,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950227,CD-1/1,J,JT
Death Crimson (Japan),DESUKURI,T-23202G,V1.000,SEGA SEGASATURN,SEGA TP T-232,19960628,CD-1/1,JG,J
DeathMask (Japan) (Disc 1),DEATHMASK,T-22701G,V1.300,SEGA SEGASATURN,SEGA TP T-227,19960115,CD-1/3,J,J
DeathMask (Japan) (Disc 2),DEATHMASK,T-22701G,V1.300,SEGA SEGASATURN,SEGA TP T-227,19951130,CD-3/3,J,J
DeathMask (Japan) (Disc 3),DEATHMASK,T-22701G,V1.300,SEGA SEGASATURN,SEGA TP T-227,19951130,CD-3/3,J,J
Deep Fear (Europe) (Disc 1),DEEP FEAR,MK-81804,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980713,CD-1/2,JE,E
Deep Fear (Europe) (Disc 2),DEEP FEAR,MK-81804,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980713,CD-2/2,JE,E
Deep Fear (Japan) (Demo),DEEP FEAR       TENTOU DEMO,6106957,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19980602,CD-1/1,J,JT
Deep Fear (Japan) (Disc 1),DEEP FEAR,GS-9189,V1.017,SEGA SEGASATURN,SEGA ENTERPRISES,19980610,CD-1/2,JE,JT
Deep Fear (Japan) (Disc 2),DEEP FEAR,GS-9189,V1.017,SEGA SEGASATURN,SEGA ENTERPRISES,19980610,CD-2/2,JE,JT
Deep Fear (USA) (Disc 1) (Unl),DEEP FEAR,MK-81804,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980715,CD-1/2,JE,U
Deep Fear (USA) (Disc 2) (Unl),DEEP FEAR,MK-81804,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980715,CD-2/2,JE,U
Defcon 5 - Peace Has a Price... (USA),DEFCON 5,T-1301G,V1.000,SEGA SEGASATURN,SEGA TP T-13,19951221,CD-1/1,J,U
Defcon 5 (Europe),DEFCON 5,T-25401H,V1.002,SEGA SEGASATURN,SEGA TP T-254,19960307,CD-1/1,J,E
Defcon 5 (France),DEFCON 5,T-25401H,V1.002,SEGA SEGASATURN,SEGA TP T-254,19960401,CD-1/1,J,E
Defcon 5 (Japan),DEFCON 5,T-1301H,V1.000,SEGA SEGASATURN,SEGA TP T-13,19951221,CD-1/1,J,J
DeJig - Aqua World (Japan),DEJIG AQUA WORLD,T-30303G,V1.000,SEGA SEGASATURN,SEGA TP T-303,19970318,CD-1/1,J,J
DeJig - Lassen - Art Collection (Japan),DEJIG LASSEN AC,T-30304G,V1.000,SEGA SEGASATURN,SEGA TP T-303,19971008,CD-1/1,J,J
DeJig - McKnight - Art Collection (Japan),DEJIG MCKNGHT AC,T-30305G,V1.000,SEGA SEGASATURN,SEGA TP T-303,19971008,CD-1/1,J,J
DeJig - Tin Toy (Japan),DEJIG TIN TOY,T-30302G,V1.000,SEGA SEGASATURN,SEGA TP T-303,19970318,CD-1/1,J,J
Deka 4-ku - Tough the Truck (Japan),DEKA 4KU,T-4313G,V1.001,SEGA SEGASATURN,SEGA TP T-43,19970314,CD-1/1,J,J
Delisoba Deluxe (Japan),DELISOBADELUXE,6106803,V1.002,SEGA SEGASATURN,SEGA TP T-299,19971028,CD-1/1,JE,J
Denpa Shounen-teki Game (Japan) (Rerelease),DENPASHONEN,T-14318G,V1.000,SEGA SEGASATURN,SEGA TP T-143,19980112,CD-1/1,JT,J
Denpa Shounen-teki Game (Japan) (Rev A),DENPA SHONEN VOL.1,T-14316G,V2.000,SEGA SEGASATURN,SEGA TP T-143,19970913,CD-1/1,JT,J
Derby Analyst (Japan),DERBY ANALYST,T-20505G,V1.001,SEGA SEGASATURN,SEGA TP T-205,19970409,CD-1/1,J,J
Derby Stallion (Japan),DERBY STALLION,T-2113G,V1.001,SEGA SEGASATURN,SEGA TP T-21,19990217,CD-1/1,J,J
Desire (Japan) (Disc 1),DESIRE,T-15031G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19970728,CD-1/2,J,J
Desire (Japan) (Disc 2) (1M),DESIRE,T-15031G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19970728,CD-2/2,J,J
Desire (Japan) (Disc 2) (2M),DESIRE,T-15031G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19970728,CD-2/2,J,J
Detana Twinbee Yahoo! Deluxe Pack (Japan) (3M),TWINBEE-YAHHO-DX,T-9505G,V1.001,SEGA SEGASATURN,SEGA TP T-95,19950817,CD-1/1,J,JT
Develo Magazine Appendix CD-ROM for SegaSaturn (Japan),DEVELO MAGAZINE APPENDIX CD-ROM,610645801,V1.000,SEGA SEGASATURN,SEGA TP T-330,19961119,CD-1/1,J,J
Device Reign (Japan),DEVICEREIGN,T-27810G,V1.001,SEGA SEGASATURN,SEGA TP T-278,19990113,CD-1/1,J,J
Devil Summoner - Soul Hackers - Akuma Zensho Dainishuu (Japan),DEVIL SUMMONER SOUL HACKERS AKUMA ZENSYO DAI 2 SYUU,T-14421G,V1.000,SEGA SEGASATURN,SEGA TP T-144,19971110,CD-1/1,J,J
Devil Summoner - Soul Hackers & Ronde (Japan) (Demo 1),RONDE,6106703,V1.000,SEGA SEGASATURN,SEGA TP T-144,19970820,CD-1/1,J,J
Devil Summoner - Soul Hackers & Ronde (Japan) (Demo 2),RONDE,6106704,V1.000,SEGA SEGASATURN,SEGA TP T-144,19970820,CD-1/1,J,J
Devil Summoner - Soul Hackers (Japan) (Disc 1),DEVIL SUMMONER SOUL HACKERS,T-14420G,V1.002,SEGA SEGASATURN,SEGA TP T-144,19971015,CD-1/2,J,J
Devil Summoner - Soul Hackers (Japan) (Disc 2),DEVIL SUMMONER SOUL HACKERS,T-14420G,V1.002,SEGA SEGASATURN,SEGA TP T-144,19971015,CD-2/2,J,J
Devil Summoner - Soul Hackers Extra Dungeon (Japan) (3M),DEVIL SUMMONER SOUL HACKERS EXTRA DUNGEON,6106804,V1.000,SEGA SEGASATURN,SEGA TP T-144,19971224,CD-1/1,J,J
Dezaemon 2 (Japan),DEZAEMON2,T-16804G,V1.001,SEGA SEGASATURN,SEGA TP T-168,19970820,CD-1/1,JMTF,J
Digital Ange - Dennou Tenshi SS (Japan),DENNO TENSI-SS-,T-33003G,V1.003,SEGA SEGASATURN,SEGA TP T-330,19970511,CD-1/1,J,J
"Digital Dance Mix Vol. 1 - Namie Amuro (Japan) (Rev A) (10M, 12M)",Digital Dance MIX Namie Amuro,GS-9133,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19961219,CD-1/1,JE,J
Digital Dance Mix Vol. 1 - Namie Amuro (Japan) (Rev A) (11M),Digital Dance MIX Namie Amuro,GS-9133,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19961219,CD-1/1,JE,J
Dino Island - Yokoku-hen (Japan),DINA-ISLAND-PRE0,T-4505G,V1.001,SEGA SEGASATURN,SEGA TP T-45,19961115,CD-1/1,JM,J
Dino Island (Japan),DINASOUR-ISLAND,T-4503G,V1.000,SEGA SEGASATURN,SEGA TP T-45,19961219,CD-1/1,JM,J
Disc Station Bessatsu - I Miss You. Tanaka Katsumi (Japan) (1M),I MISS YOU,6106732,V1.003,SEGA SEGASATURN,SEGA TP T-66,19970829,CD-1/1,J,J
Discworld (Japan),DISCWORLD,T-20502G,V1.000,SEGA SEGASATURN,SEGA TP T-205,19961009,CD-1/1,JM,J
"Discworld II - Missing Presumed...! (Europe) (En,Fr,De,Es,It)",DISCWORLD 2,MK-81093,V1.007,SEGA SEGASATURN,SEGA ENTERPRISES,19970710,CD-1/1,J,E
DJ Wars (Japan) (Demo),DJ WARS,6106762,V0.004,SEGA SEGASATURN,SEGA TP T-188,19971104,CD-1/1,J,J
DJ Wars (Japan) (Rev A) (10M),DJ WARS,T-18807G,V1.005,SEGA SEGASATURN,SEGA TP T-188,19971113,CD-1/1,J,J
DoDonPachi (Japan) (Demo),DODONPACHI,61014419,V0.100,SEGA SEGASATURN,SEGA TP T-144,19970710,CD-1/1,J,J
Double Switch (USA) (Disc 1),Double Switch SATURN,T-16207H,V1.000,SEGA SEGASATURN,SEGA TP T-162,19951026,CD-1/2,J,U
Double Switch (USA) (Disc 2),Double Switch SATURN,T-16207H,V1.000,SEGA SEGASATURN,SEGA TP T-162,19951026,CD-2/2,J,U
Doukoku Soshite... (Japan) (1M),DOUKOKU,T-1315G,V1.003,SEGA SEGASATURN,SEGA TP T-13,19980127,CD-1/1,JM,J
Doukoku Soshite... (Japan) (2M),DOUKOKU,T-1315G,V1.003,SEGA SEGASATURN,SEGA TP T-13,19980127,CD-1/1,JM,J
"Doukyuusei - if (Japan) (1M, 2M)",DOUKYUUSEI IF,T-20102G,V1.001,SEGA SEGASATURN,SEGA TP T-201,19960702,CD-1/1,JM,J
Doukyuusei 2 (Japan) (Disc A),DOUKYUUSEI2,T-20104G,V1.001,SEGA SEGASATURN,SEGA TP T-201,19970605,CD-1/2,JM,J
Doukyuusei 2 (Japan) (Disc B),DOUKYUUSEI2,T-20104G,V1.001,SEGA SEGASATURN,SEGA TP T-201,19970605,CD-2/2,JM,J
Dragon Force (Europe),DRAGON FORCE,MK-8138250,V1.100,SEGA SEGASATURN,SEGA ENTERPRISES,19970626,CD-1/1,J,E
"Dragon Force (Japan) (1M, 2M, 3M)",DRAGON FORCE,GS-9028,V1.007,SEGA SEGASATURN,SEGA ENTERPRISES,19960308,CD-1/1,J,JT
Dragon Force (Japan) (4M),DRAGON FORCE,GS-9028,V1.007,SEGA SEGASATURN,SEGA ENTERPRISES,19960308,CD-1/1,J,JT
Dragon Force (Japan) (Rev A) (10M),DRAGON FORCE,GS-9028,V1.011,SEGA SEGASATURN,SEGA ENTERPRISES,19960409,CD-1/1,J,JT
Dragon Force (USA),DRAGON FORCE,T-12703H,V1.000,SEGA SEGASATURN,SEGA TP T-127,19961110,CD-1/1,J,U
Dragon Force II - Kami Sarishi Daichi ni (Japan) (Rev A),DRAGON FORCE 2,GS-9184,V1.007,SEGA SEGASATURN,SEGA ENTERPRISES,19980319,CD-1/1,J,JT
Dragon Force II - Kami Sarishi Daichi ni (Japan),DRAGON FORCE 2,GS-9184,V1.006,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-1/1,J,JT
Dragon Master Silk (Japan),DRAGON MASTER SILK,T-19503G,V1.003,SEGA SEGASATURN,SEGA TP T-195,19961227,CD-1/1,J,J
Dragon's Dream (Japan),Dragon's Dream,GS-7114,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19971027,CD-1/1,JDK,J
Dream Generation - Koi ka Shigoto ka!... (Japan),DREAM GENERATION,T-2511G,V1.100,SEGA SEGASATURN,SEGA TP T-25,19980601,CD-1/1,J,J
Dream Square - Hinagata Akiko (Japan) (2M),DREAM SQUARE HINAGATA AKIKO,T-3002G,V1.001,SEGA SEGASATURN,SEGA TP T-30,19961217,CD-1/1,J,J
Drift King Shutokou Battle '97 - Tsuchiya Keiichi & Bandou Masaaki (Japan) (Demo),SYUTO 97 DEMO,610-6503,V1.001,SEGA SEGASATURN,SEGA TP T-150,19970122,CD-1/1,JSE,J
Drift King Shutokou Battle '97 - Tsuchiya Keiichi & Bandou Masaaki (Japan),SYUTOKOU_97,T-15019G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19961217,CD-1/1,JSE,J
Druid - Yami e no Tsuisekisha (Japan),DRUID,T-7670G,V1.001,SEGA SEGASATURN,SEGA TP T-76,19980501,CD-1/1,J,J
Dungeon Master Nexus (Japan),DUNGEON MASTER NEXUS,T-9111G,V1.003,SEGA SEGASATURN,SEGA TP T-91,19980203,CD-1/1,EJ,J
DX Nippon Tokkyuu Ryokou Game - Let's Travel in Japan (Japan),DX TOKKYU RYOKOU,T-10306G,V1.000,SEGA SEGASATURN,SEGA TP T-103,19961029,CD-1/1,JT,J
Eberouge (Japan) (Disc 1) (1M),EBEROUGE,T-10309G,V1.005,SEGA SEGASATURN,SEGA TP T-103,19970414,CD-1/2,J,J
Eberouge (Japan) (Disc 2),EBEROUGE,T-10309G,V1.005,SEGA SEGASATURN,SEGA TP T-103,19970414,CD-2/2,J,J
Eberouge Special - Koi to Mahou no Gakuen Seikatsu (Japan),EBEROUGE SPECIAL,T-10315G,V1.003,SEGA SEGASATURN,SEGA TP T-103,19980422,CD-1/1,J,J
EGWord (Japan) (1M),EGWORD,T-7626G,V1.001,SEGA SEGASATURN,SEGA TP T-76,19961024,CD-1/1,JFK,J
EGWord (Japan) (Rev A) (10M),EGWORD,T-7626G,V1.021,SEGA SEGASATURN,SEGA TP T-76,19970227,CD-1/1,JFK,J
EGWord Ver 2.00 (Japan),EGWORD,T-7641G,V2.000,SEGA SEGASATURN,SEGA TP T-76,19970619,CD-1/1,JFKHU,J
Eisei Meijin (Japan) (2M),EISEI-MEIJIN,T-9506G,V2.000,SEGA SEGASATURN,SEGA TP T-95,19950823,CD-1/1,JM,J
Eisei Meijin II (Japan),EISEIMEIJIN2,T-9516G,V2.020,SEGA SEGASATURN,SEGA TP T-95,19961108,CD-1/1,JM,JT
Eiyuu Shigan - Gal Act Heroism (Japan),GAL ACT HEROISM,T-5204G,V1.001,SEGA SEGASATURN,SEGA TP T-52,19980205,CD-1/1,FJ,J
Elf o Karu Monotachi - Hanafuda-hen (Japan),ERUFU O KARUMONOTATI HANAFUDAHEN,T-16606G,V1.000,SEGA SEGASATURN,SEGA TP T-166,19970703,CD-1/1,J,J
Elf o Karu Monotachi (Japan) (Disc 1),THOSE WHO HUNT ELVES,T-16605G,V1.001,SEGA SEGASATURN,SEGA TP T-166,19970317,CD-1/2,J,J
Elf o Karu Monotachi II (Japan) (Disc 1),ELVES-2,T-16610G,V1.003,SEGA SEGASATURN,SEGA TP T-166,19980613,CD-1/2,J,J
Enemy Zero (Europe) (Disc 0) (Opening Disc),ENEMY ZERO,MK-81076,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-1/4,JE,E
Enemy Zero (Europe) (Disc 1) (Game Disc),ENEMY ZERO,MK-81076,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-2/4,JE,E
Enemy Zero (Europe) (Disc 2) (Game Disc),ENEMY ZERO,MK-81076,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-3/4,JE,E
Enemy Zero (Europe) (Disc 3) (Game Disc),ENEMY ZERO,MK-81076,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-4/4,JE,E
